Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
http://192.168.8.17/eayun-ecsc,1916,71,18,226,295,896,2,4332,0.00%,16.0,112.7
http://192.168.8.17/eayun-ecsc/#/sys/login,1915,95,10,244,675,1400,1,2070,0.00%,16.0,111.7
http://192.168.8.17/eayun-ecsc/sys/login/login.do,1915,492,330,967,1291,2992,48,3594,0.00%,16.0,7.2
http://192.168.8.17/eayun-ecsc/views/main.html,1909,61,9,224,447,890,1,1640,0.00%,15.9,109.8
http://192.168.8.17/eayun-ecsc/sys/power/getRoutesByRole.do,1909,107,20,195,404,1805,6,2232,0.00%,15.9,21.5
http://192.168.8.17/eayun-ecsc/monitor/alarm/getUnhandledAlarmMsgNumberByCusId.do,1908,67,18,140,230,1218,4,2229,0.00%,16.0,2.4
http://192.168.8.17/eayun-ecsc/sys/news/unreadCount.do,1908,60,18,127,237,651,4,1494,0.00%,15.9,2.5
http://192.168.8.17/eayun-ecsc/sys/news/getUnreadList.do,3706,101,26,260,507,993,6,3031,0.00%,30.9,396.5
http://192.168.8.17/eayun-ecsc/sys/work/unHandleWorkCount.do,1905,37,17,86,161,259,5,1184,0.00%,15.9,2.3
http://192.168.8.17/eayun-ecsc/sys/work/unHandleWorkNum.do,1905,42,18,90,189,334,6,1842,0.00%,15.9,7.4
http://192.168.8.17/eayun-ecsc/sys/notice/getNowTime.do,1905,18,10,18,23,230,1,1615,0.00%,15.9,2.7
http://192.168.8.17/eayun-ecsc/views/work/tooltip.html,1905,23,9,17,34,233,0,4232,0.00%,15.9,16.5
http://192.168.8.17/eayun-ecsc/#/app,1903,58,10,224,427,870,1,2984,0.00%,15.8,110.4
http://192.168.8.17/eayun-ecsc/#/app/overview,1901,59,9,50,433,891,1,1804,0.00%,15.9,111.0
http://192.168.8.17/eayun-ecsc/views/cloudhost/main.html,1900,20,9,16,26,230,0,4027,0.00%,15.9,4.1
http://192.168.8.17/eayun-ecsc/#/app/cloud,1899,56,9,47,436,866,1,1587,0.00%,15.8,110.6
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost,1897,55,9,22,423,891,1,3665,0.00%,15.9,110.9
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/host,1897,47,9,21,243,877,1,1916,0.00%,15.8,110.1
http://192.168.8.17/eayun-ecsc/views/cloudhost/volume/main.html,1896,20,8,15,19,232,0,4322,0.00%,15.9,9.3
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/volume,1895,53,9,22,420,889,1,1925,0.00%,15.8,110.6
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/volume/volumeList,1892,50,9,20,423,891,1,1866,0.00%,15.9,110.7
http://192.168.8.17/eayun-ecsc/views/cloudhost/image/imagemng.html,1892,32,8,17,218,723,1,1360,0.00%,15.9,49.0
http://192.168.8.17/eayun-ecsc/views/directives/tablepage.html,14856,46,9,18,229,895,0,4745,0.00%,123.7,357.4
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/imageList,1892,60,9,25,433,900,1,4309,0.00%,15.8,110.3
http://192.168.8.17/eayun-ecsc/cloud/vm/getDatacenterProjectList.do,3749,57,19,118,260,657,5,1802,0.00%,31.3,69.9
http://192.168.8.17/eayun-ecsc/views/net/main.html,1890,50,9,21,445,646,1,3513,0.00%,16.0,26.4
http://192.168.8.17/eayun-ecsc/views/directives/select.html,7392,20,9,16,22,234,0,4068,0.00%,62.9,68.0
http://192.168.8.17/eayun-ecsc/#/app/net,1888,64,9,219,437,938,1,4325,0.00%,16.0,111.8
http://192.168.8.17/eayun-ecsc/#/app/net/netbar,1884,54,9,24,425,924,1,1723,0.00%,16.0,111.8
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/net,1883,57,9,21,261,915,1,4404,0.00%,15.9,111.2
http://192.168.8.17/eayun-ecsc/cloud/image/getImageList.do,1881,43,21,100,184,288,9,1504,0.00%,16.0,9.1
http://192.168.8.17/eayun-ecsc/views/net/route/routemain.html,1881,28,9,18,214,273,0,1633,0.00%,16.2,4.9
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/route,1879,59,9,220,441,879,1,1880,0.00%,16.2,113.3
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/route/routeList,3752,53,9,22,243,873,1,4605,0.00%,32.3,225.4
http://192.168.8.17/eayun-ecsc/views/net/route/routedetail.html,1877,48,9,19,435,885,1,2028,0.00%,16.2,78.2
http://192.168.8.17/eayun-ecsc/tag/getResourceTagForShowcase.do,1877,41,17,101,213,285,6,1565,0.00%,16.2,3.2
http://192.168.8.17/eayun-ecsc/cloud/route/getRouteDetail.do,1875,45,19,102,203,350,7,1526,0.00%,16.2,5.6
http://192.168.8.17/eayun-ecsc/views/cloudhost/volume/volumedescription.html,1873,24,9,17,35,240,0,4201,0.00%,16.2,5.3
http://192.168.8.17/eayun-ecsc/cloud/subnetwork/getSubnetWorksByRouteId.do,1873,44,19,89,157,317,6,4257,0.00%,16.2,9.1
http://192.168.8.17/eayun-ecsc/#/app/net/routeDatil/1509211142230/24595846024c4df0bdbfffd464877876/bc33e645-f24d-427b-8f4c-c6a844ed4457,1873,78,10,231,475,927,1,4078,0.00%,16.2,113.2
http://192.168.8.17/eayun-ecsc/views/net/loadbalance/loadmng.html,1871,23,8,15,22,235,0,4394,0.00%,16.2,11.9
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/loadbalance,1871,60,9,35,439,902,1,1867,0.00%,16.1,112.7
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/loadbalance/poolList,1869,52,9,24,331,897,1,2027,0.00%,16.2,112.8
http://192.168.8.17/eayun-ecsc/views/net/loadbalance/member/membermng.html,1868,39,9,17,224,862,1,2000,0.00%,16.2,49.9
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/loadbalance/member,1865,56,9,22,434,894,1,2234,0.00%,16.2,112.8
http://192.168.8.17/eayun-ecsc/views/net/loadbalance/healthmonitor/monitormng.html,1864,46,9,18,230,876,1,4531,0.00%,16.2,50.1
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/loadbalance/healthmonitor,1864,64,9,45,458,922,1,3664,0.00%,16.2,112.8
http://192.168.8.17/eayun-ecsc/views/net/loadbalance/vip/vipmng.html,1863,41,9,17,227,879,1,1557,0.00%,16.2,57.3
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/loadbalance/vip,1862,49,9,20,239,906,1,2325,0.00%,16.2,113.0
http://192.168.8.17/eayun-ecsc/views/net/floatip/floatmng.html,1861,31,8,15,21,642,1,1593,0.00%,16.2,33.0
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/floatip,1861,55,9,27,326,895,1,4546,0.00%,16.2,112.8
http://192.168.8.17/eayun-ecsc/views/safety/safetymain.html,1858,48,9,19,438,659,1,1616,0.00%,16.1,24.7
http://192.168.8.17/eayun-ecsc/#/app/safety,1855,62,9,30,454,901,1,3065,0.00%,16.1,112.7
