Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
http://192.168.8.17/eayun-ecsc,731,109,17,320,593,1292,2,4618,0.00%,12.1,85.5
http://192.168.8.17/eayun-ecsc/#/sys/login,729,163,14,606,919,1404,1,1999,0.00%,12.1,84.2
http://192.168.8.17/eayun-ecsc/sys/login/login.do,727,1133,148,4743,5836,6802,47,7158,0.00%,12.1,5.5
http://192.168.8.17/eayun-ecsc/views/main.html,726,112,12,415,820,1489,1,3011,0.00%,12.2,83.9
http://192.168.8.17/eayun-ecsc/sys/power/getRoutesByRole.do,726,795,22,3769,4891,5260,10,6248,0.00%,12.2,16.5
http://192.168.8.17/eayun-ecsc/monitor/alarm/getUnhandledAlarmMsgNumberByCusId.do,725,139,21,286,710,1654,6,5010,0.00%,12.4,1.9
http://192.168.8.17/eayun-ecsc/sys/news/unreadCount.do,724,86,20,188,344,1289,6,3014,0.00%,13.5,2.1
http://192.168.8.17/eayun-ecsc/sys/news/getUnreadList.do,1264,121,22,339,708,1471,7,3106,0.00%,23.7,303.1
http://192.168.8.17/eayun-ecsc/sys/work/unHandleWorkCount.do,720,82,21,175,219,1383,6,3007,0.00%,13.6,2.0
http://192.168.8.17/eayun-ecsc/sys/work/unHandleWorkNum.do,719,93,21,175,240,1529,9,4476,0.00%,13.6,6.3
http://192.168.8.17/eayun-ecsc/sys/notice/getNowTime.do,719,61,14,30,222,1387,2,4426,0.00%,13.7,2.3
http://192.168.8.17/eayun-ecsc/views/work/tooltip.html,718,70,12,212,363,1273,0,1586,0.00%,13.6,14.1
http://192.168.8.17/eayun-ecsc/#/app,716,142,12,599,854,1468,1,3019,0.00%,13.4,93.7
http://192.168.8.17/eayun-ecsc/#/app/overview,711,133,12,481,853,1359,1,2652,0.00%,13.5,94.1
http://192.168.8.17/eayun-ecsc/views/cloudhost/main.html,709,57,11,211,265,1259,0,1565,0.00%,13.5,3.5
http://192.168.8.17/eayun-ecsc/#/app/cloud,709,139,11,501,829,1560,1,3011,0.00%,13.4,93.7
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost,708,141,11,460,831,1508,1,6027,0.00%,13.1,91.8
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/host,706,137,12,523,828,1303,1,4083,0.00%,13.3,92.5
http://192.168.8.17/eayun-ecsc/views/cloudhost/volume/main.html,705,47,10,30,239,1146,0,1591,0.00%,13.4,7.8
