Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
http://192.168.8.17/eayun-ecsc,5902,16,6,15,21,238,3,10121,0.00%,4.9,34.8
http://192.168.8.17/eayun-ecsc/#/sys/login,5902,7,3,8,11,24,1,1683,0.00%,4.9,34.4
http://192.168.8.17/eayun-ecsc/sys/login/login.do,5902,2879,2275,5752,7195,10140,61,17077,0.00%,4.9,2.3
http://192.168.8.17/eayun-ecsc/views/main.html,5897,11,3,8,11,227,1,3012,0.00%,4.9,34.0
http://192.168.8.17/eayun-ecsc/sys/power/getRoutesByRole.do,5897,2033,1469,4309,5230,8319,11,20999,0.02%,4.9,6.7
http://192.168.8.17/eayun-ecsc/monitor/alarm/getUnhandledAlarmMsgNumberByCusId.do,5893,1586,1150,3432,4375,6888,7,11543,0.00%,4.9,.8
http://192.168.8.17/eayun-ecsc/sys/news/unreadCount.do,5887,1515,1152,3153,3998,5980,6,20995,0.02%,4.9,.8
http://192.168.8.17/eayun-ecsc/sys/news/getUnreadList.do,5885,1465,1101,3089,3914,5462,8,9781,0.00%,4.9,63.1
http://192.168.8.17/eayun-ecsc/sys/work/unHandleWorkCount.do,5875,1374,1044,2957,3706,5723,6,10597,0.00%,4.9,.8
http://192.168.8.17/eayun-ecsc/sys/work/unHandleWorkNum.do,5857,1386,1079,3031,3822,5762,6,10431,0.00%,4.9,2.4
http://192.168.8.17/eayun-ecsc/sys/notice/getNowTime.do,5843,18,5,13,17,219,2,21000,0.02%,4.9,.9
http://192.168.8.17/eayun-ecsc/views/work/tooltip.html,5843,13,4,10,13,217,1,3431,0.00%,4.9,5.2
http://192.168.8.17/eayun-ecsc/#/app,5843,29,4,12,20,695,2,4364,0.00%,4.9,34.3
http://192.168.8.17/eayun-ecsc/#/app/overview,5843,20,4,12,18,497,1,1667,0.00%,4.9,34.3
http://192.168.8.17/eayun-ecsc/views/cloudhost/main.html,5843,9,4,10,12,35,1,4234,0.00%,4.9,1.4
http://192.168.8.17/eayun-ecsc/#/app/cloud,5843,25,5,11,18,664,1,4822,0.00%,4.9,34.3
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost,5843,21,4,12,17,460,1,4041,0.00%,4.9,34.3
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/host,5843,21,4,11,17,489,1,3012,0.00%,4.9,34.3
http://192.168.8.17/eayun-ecsc/views/cloudhost/volume/main.html,5843,8,4,10,12,31,1,4389,0.00%,4.9,2.9
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/volume,5843,26,4,12,18,682,1,4611,0.00%,4.9,34.3
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/volume/volumeList,5843,24,4,11,17,470,1,21002,0.02%,4.9,34.3
http://192.168.8.17/eayun-ecsc/views/cloudhost/image/imagemng.html,5843,16,4,10,13,423,1,4302,0.00%,4.9,15.2
http://192.168.8.17/eayun-ecsc/views/directives/tablepage.html,46434,18,4,10,14,438,1,6235,0.00%,38.9,113.1
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/imageList,5843,20,4,11,17,457,2,4446,0.00%,4.9,34.3
http://192.168.8.17/eayun-ecsc/cloud/vm/getDatacenterProjectList.do,11653,1373,1061,2972,3780,5827,7,13250,0.00%,9.7,21.9
http://192.168.8.17/eayun-ecsc/views/net/main.html,5833,19,4,11,15,522,1,2336,0.00%,4.9,8.1
http://192.168.8.17/eayun-ecsc/views/directives/select.html,23184,10,4,10,12,35,1,21008,0.00%,19.4,21.3
http://192.168.8.17/eayun-ecsc/#/app/net,5833,27,4,12,19,679,1,4017,0.00%,4.9,34.2
http://192.168.8.17/eayun-ecsc/#/app/net/netbar,5833,21,4,12,17,462,1,4745,0.00%,4.9,34.2
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/net,5833,22,4,11,17,493,1,4311,0.00%,4.9,34.2
http://192.168.8.17/eayun-ecsc/cloud/image/getImageList.do,5833,1443,1090,3122,4101,6052,10,9970,0.00%,4.9,2.9
http://192.168.8.17/eayun-ecsc/views/net/route/routemain.html,5825,15,4,10,13,220,1,4243,0.00%,4.9,1.5
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/route,5825,31,4,12,19,825,2,4605,0.00%,4.9,34.2
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/route/routeList,11635,23,5,12,18,648,1,4502,0.00%,9.8,68.3
http://192.168.8.17/eayun-ecsc/views/net/route/routedetail.html,5825,21,4,11,16,637,1,4318,0.00%,4.9,23.7
http://192.168.8.17/eayun-ecsc/tag/getResourceTagForShowcase.do,5825,1350,1035,2956,3844,5427,6,10412,0.00%,4.9,1.0
http://192.168.8.17/eayun-ecsc/cloud/route/getRouteDetail.do,5820,1192,956,2676,3222,4902,11,9679,0.00%,4.9,1.8
