Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
http://192.168.8.17/eayun-ecsc,2108,48,15,26,239,821,2,1532,0.00%,11.7,82.7
http://192.168.8.17/eayun-ecsc/#/sys/login,2107,70,10,225,450,1100,1,2194,0.00%,11.7,81.6
http://192.168.8.17/eayun-ecsc/sys/login/login.do,2106,455,238,1131,1720,3095,50,4179,0.00%,11.7,5.2
http://192.168.8.17/eayun-ecsc/views/main.html,2105,58,10,30,435,892,1,2287,0.00%,11.7,80.7
http://192.168.8.17/eayun-ecsc/sys/power/getRoutesByRole.do,2105,180,40,467,788,2100,7,2408,0.00%,11.7,15.8
http://192.168.8.17/eayun-ecsc/monitor/alarm/getUnhandledAlarmMsgNumberByCusId.do,2104,101,27,307,421,927,7,2067,0.00%,11.8,1.7
http://192.168.8.17/eayun-ecsc/sys/news/unreadCount.do,2104,100,26,267,470,944,5,1670,0.00%,11.9,1.8
http://192.168.8.17/eayun-ecsc/sys/news/getUnreadList.do,4105,112,30,360,514,947,8,3018,0.00%,23.3,298.5
http://192.168.8.17/eayun-ecsc/sys/work/unHandleWorkCount.do,2104,78,25,208,366,724,7,1582,0.00%,11.9,1.7
http://192.168.8.17/eayun-ecsc/sys/work/unHandleWorkNum.do,2103,78,24,209,376,784,6,1424,0.00%,12.0,5.5
http://192.168.8.17/eayun-ecsc/sys/notice/getNowTime.do,2103,25,12,18,28,243,1,1604,0.00%,12.0,2.0
http://192.168.8.17/eayun-ecsc/views/work/tooltip.html,2103,26,10,17,210,247,0,4203,0.00%,11.8,12.3
http://192.168.8.17/eayun-ecsc/#/app,2102,59,10,31,434,871,1,3042,0.00%,11.9,83.4
http://192.168.8.17/eayun-ecsc/#/app/overview,2102,45,9,18,237,877,1,1872,0.00%,11.9,83.4
http://192.168.8.17/eayun-ecsc/views/cloudhost/main.html,2101,21,8,15,19,247,0,1600,0.00%,11.9,3.1
http://192.168.8.17/eayun-ecsc/#/app/cloud,2101,48,9,18,294,860,1,1466,0.00%,11.9,83.4
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost,2101,51,9,19,405,916,1,1952,0.00%,11.9,83.3
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/host,2100,45,8,18,245,846,1,2155,0.00%,11.9,83.0
http://192.168.8.17/eayun-ecsc/views/cloudhost/volume/main.html,2099,19,8,15,18,234,0,4025,0.00%,11.8,6.9
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/volume,2097,41,8,17,229,886,1,1687,0.00%,11.9,83.2
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/volume/volumeList,2097,50,8,18,418,870,1,2427,0.00%,11.9,83.2
http://192.168.8.17/eayun-ecsc/views/cloudhost/image/imagemng.html,2096,45,8,17,247,860,1,4499,0.00%,11.9,36.7
http://192.168.8.17/eayun-ecsc/views/directives/tablepage.html,16533,44,8,17,246,861,0,3001,0.00%,93.8,271.1
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/imageList,2094,47,8,18,255,863,1,2350,0.00%,11.9,82.9
http://192.168.8.17/eayun-ecsc/cloud/vm/getDatacenterProjectList.do,4161,94,25,269,441,842,7,1752,0.00%,23.7,52.8
http://192.168.8.17/eayun-ecsc/views/net/main.html,2092,50,10,18,438,674,1,1623,0.00%,11.9,19.6
http://192.168.8.17/eayun-ecsc/views/directives/select.html,8234,20,8,16,21,239,0,4172,0.00%,46.4,50.2
http://192.168.8.17/eayun-ecsc/#/app/net,2087,52,9,20,432,845,1,1511,0.00%,11.9,83.0
http://192.168.8.17/eayun-ecsc/#/app/net/netbar,2087,44,9,17,240,861,1,2209,0.00%,11.9,82.9
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/net,2086,42,8,18,239,875,1,1583,0.00%,11.9,83.0
http://192.168.8.17/eayun-ecsc/cloud/image/getImageList.do,2086,102,33,297,440,771,10,1505,0.00%,11.9,6.8
http://192.168.8.17/eayun-ecsc/views/net/route/routemain.html,2085,25,10,16,214,282,0,1567,0.00%,11.9,3.6
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/route,2085,53,10,22,427,873,1,2122,0.00%,11.8,82.7
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/route/routeList,4162,56,10,21,434,892,1,4182,0.00%,23.5,164.0
http://192.168.8.17/eayun-ecsc/views/net/route/routedetail.html,2081,44,8,17,424,838,1,1706,0.00%,11.8,57.1
http://192.168.8.17/eayun-ecsc/tag/getResourceTagForShowcase.do,2080,88,20,276,399,853,8,1747,0.00%,11.9,2.4
http://192.168.8.17/eayun-ecsc/cloud/route/getRouteDetail.do,2079,88,26,258,385,750,11,1574,0.00%,11.9,4.1
http://192.168.8.17/eayun-ecsc/views/cloudhost/volume/volumedescription.html,2079,30,10,17,217,309,0,4264,0.00%,11.9,3.9
http://192.168.8.17/eayun-ecsc/cloud/subnetwork/getSubnetWorksByRouteId.do,2079,85,26,242,383,725,6,1615,0.00%,11.9,6.7
