Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
http://192.168.8.17/eayun-ecsc,9253,21,7,22,31,441,2,3039,0.00%,5.1,36.4
http://192.168.8.17/eayun-ecsc/#/sys/login,9253,16,4,12,16,443,1,3040,0.00%,5.1,36.0
http://192.168.8.17/eayun-ecsc/sys/login/login.do,9253,2884,2387,5804,6774,9209,57,14942,0.00%,5.1,2.4
http://192.168.8.17/eayun-ecsc/views/main.html,9228,21,4,14,18,640,1,1940,0.00%,5.1,35.4
http://192.168.8.17/eayun-ecsc/sys/power/getRoutesByRole.do,9228,1687,1120,3955,5125,7355,9,12643,0.00%,5.1,7.0
http://192.168.8.17/eayun-ecsc/monitor/alarm/getUnhandledAlarmMsgNumberByCusId.do,9221,1230,814,2923,3722,5692,6,9985,0.00%,5.1,.8
http://192.168.8.17/eayun-ecsc/sys/news/unreadCount.do,9219,1148,697,2848,3698,5636,5,21005,0.01%,5.1,.9
http://192.168.8.17/eayun-ecsc/sys/news/getUnreadList.do,9216,1156,688,2854,3754,5571,8,11320,0.00%,5.1,65.9
http://192.168.8.17/eayun-ecsc/sys/work/unHandleWorkCount.do,9215,1191,701,3101,3934,5786,7,8968,0.00%,5.1,.8
http://192.168.8.17/eayun-ecsc/sys/work/unHandleWorkNum.do,9215,1276,760,3224,4007,5945,5,21023,0.01%,5.1,2.5
http://192.168.8.17/eayun-ecsc/sys/notice/getNowTime.do,9213,23,7,16,19,631,2,4121,0.00%,5.1,.9
http://192.168.8.17/eayun-ecsc/views/work/tooltip.html,9213,16,5,13,17,221,1,1594,0.00%,5.1,5.4
http://192.168.8.17/eayun-ecsc/#/app,9213,39,6,16,225,836,1,21018,0.01%,5.1,36.0
http://192.168.8.17/eayun-ecsc/#/app/overview,9213,31,6,15,34,706,1,3012,0.00%,5.1,36.0
http://192.168.8.17/eayun-ecsc/views/cloudhost/main.html,9213,13,5,12,15,217,0,1587,0.00%,5.1,1.4
http://192.168.8.17/eayun-ecsc/#/app/cloud,9213,31,6,14,26,780,1,4483,0.00%,5.1,36.0
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost,9213,25,5,13,18,645,1,4019,0.00%,5.1,36.0
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/host,9213,28,5,13,19,790,1,4473,0.00%,5.1,36.0
http://192.168.8.17/eayun-ecsc/views/cloudhost/volume/main.html,9213,13,5,11,14,217,0,4419,0.00%,5.1,3.1
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/volume,9213,25,5,13,19,660,1,3761,0.00%,5.1,36.0
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/volume/volumeList,9213,22,5,13,17,552,1,1686,0.00%,5.1,36.0
http://192.168.8.17/eayun-ecsc/views/cloudhost/image/imagemng.html,9213,19,5,12,15,478,1,3026,0.00%,5.1,16.0
http://192.168.8.17/eayun-ecsc/views/directives/tablepage.html,73424,23,5,12,16,696,1,21002,0.00%,41.0,119.0
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/imageList,9213,25,5,13,17,584,1,21012,0.01%,5.1,36.0
http://192.168.8.17/eayun-ecsc/cloud/vm/getDatacenterProjectList.do,18392,1435,949,3408,4239,5942,5,21002,0.01%,10.3,23.0
http://192.168.8.17/eayun-ecsc/views/net/main.html,9211,26,5,13,17,637,1,4618,0.00%,5.1,8.5
http://192.168.8.17/eayun-ecsc/views/directives/select.html,36706,12,4,11,14,215,1,20995,0.00%,20.5,22.5
http://192.168.8.17/eayun-ecsc/#/app/net,9211,26,5,13,19,676,1,4153,0.00%,5.1,36.0
http://192.168.8.17/eayun-ecsc/#/app/net/netbar,9211,24,5,13,18,652,1,3006,0.00%,5.1,36.0
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/net,9211,21,5,12,16,498,1,4345,0.00%,5.1,36.0
http://192.168.8.17/eayun-ecsc/cloud/image/getImageList.do,9211,1744,1338,3950,5006,7009,6,21004,0.01%,5.1,3.0
http://192.168.8.17/eayun-ecsc/views/net/route/routemain.html,9207,17,4,13,16,242,0,4331,0.00%,5.1,1.6
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/route,9207,26,5,13,19,703,1,3006,0.00%,5.1,36.0
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/route/routeList,18386,32,6,14,28,825,1,4435,0.00%,10.3,71.8
http://192.168.8.17/eayun-ecsc/views/net/route/routedetail.html,9207,22,5,12,16,630,1,2053,0.00%,5.1,24.9
http://192.168.8.17/eayun-ecsc/tag/getResourceTagForShowcase.do,9207,1575,1108,3649,4748,6824,4,21022,0.01%,5.1,1.1
http://192.168.8.17/eayun-ecsc/cloud/route/getRouteDetail.do,9195,1227,828,2927,3786,5748,6,10553,0.00%,5.1,1.9
http://192.168.8.17/eayun-ecsc/views/cloudhost/volume/volumedescription.html,9187,30,6,14,18,637,0,21010,0.02%,5.1,1.7
http://192.168.8.17/eayun-ecsc/cloud/subnetwork/getSubnetWorksByRouteId.do,9187,983,600,2530,3281,5058,8,8445,0.00%,5.1,3.0
http://192.168.8.17/eayun-ecsc/#/app/net/routeDatil/1509211142230/24595846024c4df0bdbfffd464877876/bc33e645-f24d-427b-8f4c-c6a844ed4457,9179,51,7,18,307,1163,1,4624,0.00%,5.1,35.9
http://192.168.8.17/eayun-ecsc/views/net/loadbalance/loadmng.html,9179,14,6,12,15,222,1,2999,0.00%,5.1,3.8
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/loadbalance,9179,35,7,15,217,845,1,4283,0.00%,5.1,35.9
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/loadbalance/poolList,9179,32,7,14,35,833,1,1961,0.00%,5.1,35.9
http://192.168.8.17/eayun-ecsc/views/net/loadbalance/member/membermng.html,9179,27,6,13,18,826,1,2668,0.00%,5.1,15.9
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/loadbalance/member,9179,33,6,14,22,815,1,21000,0.01%,5.1,35.9
http://192.168.8.17/eayun-ecsc/views/net/loadbalance/healthmonitor/monitormng.html,9179,21,6,12,16,676,1,1731,0.00%,5.1,15.9
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/loadbalance/healthmonitor,9179,30,6,13,19,751,1,4108,0.00%,5.1,35.9
http://192.168.8.17/eayun-ecsc/views/net/loadbalance/vip/vipmng.html,9179,23,6,12,17,683,1,3006,0.00%,5.1,18.2
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/loadbalance/vip,9179,29,6,14,19,680,1,21008,0.01%,5.1,35.9
http://192.168.8.17/eayun-ecsc/views/net/floatip/floatmng.html,9179,18,5,11,15,501,1,3008,0.00%,5.1,10.5
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/floatip,9179,24,6,13,17,657,1,4108,0.00%,5.1,35.9
http://192.168.8.17/eayun-ecsc/views/safety/safetymain.html,9175,33,5,14,20,739,1,4403,0.00%,5.1,7.9
http://192.168.8.17/eayun-ecsc/#/app/safety,9175,30,6,14,24,713,1,4421,0.00%,5.1,35.9
http://192.168.8.17/eayun-ecsc/#/app/safety/safetybar,9175,27,6,14,20,680,1,2831,0.00%,5.1,35.9
http://192.168.8.17/eayun-ecsc/#/app/safety/safetybar/firewall,9175,27,6,13,18,819,1,2261,0.00%,5.1,35.9
http://192.168.8.17/eayun-ecsc/#/app/safety/safetybar/firewall/fireWallList,9175,24,6,13,17,664,1,3007,0.00%,5.1,35.9
http://192.168.8.17/eayun-ecsc/views/safety/firewallpolicy/fwpolicymng.html,9175,21,5,12,15,637,1,4479,0.00%,5.1,16.9
http://192.168.8.17/eayun-ecsc/#/app/safety/safetybar/firewall/fwlPolicyList,9175,20,5,12,17,491,1,1856,0.00%,5.1,35.9
http://192.168.8.17/eayun-ecsc/views/safety/firewallrule/firewallrulemng.html,9175,18,5,11,14,474,1,4408,0.00%,5.1,16.2
http://192.168.8.17/eayun-ecsc/#/app/safety/safetybar/firewall/fireWallRuleList,9175,21,5,12,16,512,1,2671,0.00%,5.1,35.9
http://192.168.8.17/eayun-ecsc/#/app/safety/safetybar/group,9175,20,5,12,16,448,1,21000,0.01%,5.1,35.9
http://192.168.8.17/eayun-ecsc/#/app/safety/safetybar/group/list,9175,22,5,12,15,452,1,21015,0.02%,5.1,35.9
http://192.168.8.17/eayun-ecsc/views/monitor/monitormain.html,9175,9,5,11,13,208,1,1595,0.00%,5.1,1.4
http://192.168.8.17/eayun-ecsc/#/app/monitor,9175,18,5,12,16,460,1,1844,0.00%,5.1,35.9
http://192.168.8.17/eayun-ecsc/#/app/monitor/monitorbar,9175,17,5,12,15,440,1,2058,0.00%,5.1,35.9
http://192.168.8.17/eayun-ecsc/#/app/monitor/monitorbar/resourcemonitor,18320,17,5,12,15,472,1,2427,0.00%,10.2,71.7
http://192.168.8.17/eayun-ecsc/views/monitor/monitordetail.html,9175,8,4,10,13,38,1,3005,0.00%,5.1,4.7
http://192.168.8.17/eayun-ecsc/views/monitor/resourcemonitor/detailresmnt.html,9175,15,4,11,14,443,1,1593,0.00%,5.1,12.0
http://192.168.8.17/eayun-ecsc/views/monitor/resourcemonitor/imgresmnt.html,9175,14,4,10,13,428,1,4351,0.00%,5.1,9.6
http://192.168.8.17/eayun-ecsc/views/directives/datetimepicker.html,9175,9,4,10,13,208,0,4107,0.00%,5.1,3.9
http://192.168.8.17/eayun-ecsc/monitor/resourcemonitor/getVmdetailById.do,9175,1756,1404,3716,4557,6554,5,13048,0.00%,5.1,2.6
http://192.168.8.17/eayun-ecsc/views/monitor/resourcemonitor/monitorCPU.html,9170,14,4,12,15,224,0,4423,0.00%,5.1,2.1
http://192.168.8.17/eayun-ecsc/#/app/monitor/detail/resourceMonitor//resmntdetail/resmntimg/8a696ec1-828c-4fc8-86bc-a873bef32bc8,9170,26,5,13,18,680,1,20995,0.01%,5.1,35.9
http://192.168.8.17/eayun-ecsc/#/app/monitor/detail/resourceMonitor//resmntdetail/resmntimg/8a696ec1-828c-4fc8-86bc-a873bef32bc8/monitorcpu,9170,21,5,12,16,467,1,21000,0.01%,5.1,35.9
http://192.168.8.17/eayun-ecsc/cloud/vm/getProListByCustomer.do,9170,2060,1695,4158,5085,7193,18,12814,0.00%,5.1,4.5
http://192.168.8.17/eayun-ecsc/views/monitor/monitorbar.html,9145,21,4,13,17,613,0,3007,0.00%,5.1,7.7
http://192.168.8.17/eayun-ecsc/views/monitor/resourcemonitor/resmntmng.html,9145,21,4,12,17,634,1,4574,0.00%,5.1,29.3
http://192.168.8.17/eayun-ecsc/views/monitor/alarm/main.html,9145,9,4,10,13,66,1,4394,0.00%,5.1,3.5
http://192.168.8.17/eayun-ecsc/#/app/monitor/monitorbar/alarm,9145,19,4,11,15,459,1,21003,0.01%,5.1,35.8
http://192.168.8.17/eayun-ecsc/#/app/monitor/monitorbar/alarm/alarmList,9145,16,4,11,15,438,1,3046,0.00%,5.1,35.8
http://192.168.8.17/eayun-ecsc/views/auth/main.html,9145,9,4,10,13,48,1,4375,0.00%,5.1,5.6
http://192.168.8.17/eayun-ecsc/views/auth/user/usermng.html,9145,15,4,11,15,431,1,1648,0.00%,5.1,29.4
http://192.168.8.17/eayun-ecsc/#/app/auth,9145,14,4,11,14,423,1,1939,0.00%,5.1,35.8
http://192.168.8.17/eayun-ecsc/#/app/auth/customer,9145,13,4,11,14,287,1,1631,0.00%,5.1,35.8
http://192.168.8.17/eayun-ecsc/#/app/auth/user,9145,14,4,11,14,422,1,3306,0.00%,5.1,35.8
http://192.168.8.17/eayun-ecsc/views/business/main.html,9145,7,4,10,12,25,1,1552,0.00%,5.1,4.3
http://192.168.8.17/eayun-ecsc/#/app/business,9145,17,4,11,14,432,1,21008,0.01%,5.1,35.8
http://192.168.8.17/eayun-ecsc/#/app/business/tag,9145,16,4,11,14,295,1,20998,0.01%,5.1,35.8
http://192.168.8.17/eayun-ecsc/#/app/business/tag/tagGroupList,9145,13,4,11,14,419,1,1888,0.00%,5.1,35.8
http://192.168.8.17/eayun-ecsc/views/syssetup/sysmng.html,9145,15,4,10,13,212,1,21004,0.02%,5.1,12.5
http://192.168.8.17/eayun-ecsc/syssetup/checkCloudNumlByCus.do,9145,1736,1286,3755,4712,6558,5,11713,0.00%,5.1,.8
http://192.168.8.17/eayun-ecsc/syssetup/getModelListByCustomer.do,9118,1450,938,3469,4526,6390,5,11246,0.00%,5.1,.8
http://192.168.8.17/eayun-ecsc/#/app/business/syssetup,9111,39,6,16,95,899,1,4384,0.00%,5.1,35.7
http://192.168.8.17/eayun-ecsc/views/count/main.html,9111,15,5,12,15,220,0,4464,0.00%,5.1,3.2
http://192.168.8.17/eayun-ecsc/#/app/count,9111,25,6,13,18,681,1,2292,0.00%,5.1,35.7
http://192.168.8.17/eayun-ecsc/#/app/count/count,9111,23,6,13,17,662,1,1653,0.00%,5.1,35.7
http://192.168.8.17/eayun-ecsc/statistics/getVmResources.do,9111,1445,850,3504,4658,6409,16,12022,0.00%,5.1,9.4
http://192.168.8.17/eayun-ecsc/statistics/getVolumeResources.do,9099,1146,623,2978,4027,5990,5,8947,0.00%,5.1,.8
http://192.168.8.17/eayun-ecsc/statistics/getnetResources.do,9091,1113,611,2936,3979,6054,10,9527,0.00%,5.1,7.9
http://192.168.8.17/eayun-ecsc/views/work/main.html,9080,21,6,14,18,315,0,4505,0.00%,5.1,4.5
http://192.168.8.17/eayun-ecsc/#/app/work,9080,41,6,16,229,851,1,4296,0.00%,5.1,35.6
http://192.168.8.17/eayun-ecsc/#/app/work/workList/handle/null,9080,31,6,15,50,706,1,4301,0.00%,5.1,35.6
http://192.168.8.17/eayun-ecsc/views/message/main.html,9080,14,5,12,15,220,1,4156,0.00%,5.1,3.0
http://192.168.8.17/eayun-ecsc/#/app/message,9080,28,6,14,21,737,1,3005,0.00%,5.1,35.6
http://192.168.8.17/eayun-ecsc/#/app/message/message,9080,26,6,14,19,668,1,3142,0.00%,5.1,35.6
http://192.168.8.17/eayun-ecsc/views/message/detailmsg.html,9080,16,5,11,15,454,1,3066,0.00%,5.1,8.4
http://192.168.8.17/eayun-ecsc/template/modal/backdrop.html,9080,12,5,11,14,215,0,3013,0.00%,5.1,2.1
