Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
http://192.168.8.17/eayun-ecsc,3780,18,4,19,26,455,2,1820,0.00%,6.3,44.5
http://192.168.8.17/eayun-ecsc/#/sys/login,3780,26,2,10,17,858,1,1699,0.00%,6.3,44.0
http://192.168.8.17/eayun-ecsc/sys/login/login.do,3780,2115,1843,4192,5002,7111,57,10676,0.00%,6.3,2.8
http://192.168.8.17/eayun-ecsc/views/main.html,3747,15,2,10,12,437,1,1912,0.00%,6.3,43.3
http://192.168.8.17/eayun-ecsc/sys/power/getRoutesByRole.do,3747,796,462,2080,2709,4305,7,5918,0.00%,6.3,8.5
http://192.168.8.17/eayun-ecsc/monitor/alarm/getUnhandledAlarmMsgNumberByCusId.do,3747,603,330,1578,2208,3616,5,5432,0.00%,6.3,.9
http://192.168.8.17/eayun-ecsc/sys/news/unreadCount.do,3747,610,316,1704,2262,3767,4,6748,0.00%,6.3,1.0
http://192.168.8.17/eayun-ecsc/sys/news/getUnreadList.do,7409,698,356,1882,2556,4051,7,6770,0.00%,12.4,159.2
http://192.168.8.17/eayun-ecsc/sys/work/unHandleWorkCount.do,3738,535,247,1423,2144,3918,5,6561,0.00%,6.3,.9
http://192.168.8.17/eayun-ecsc/sys/work/unHandleWorkNum.do,3730,501,223,1356,2071,3612,4,7627,0.00%,6.3,2.9
http://192.168.8.17/eayun-ecsc/sys/notice/getNowTime.do,3714,11,6,12,15,93,1,4416,0.00%,6.2,1.1
http://192.168.8.17/eayun-ecsc/views/work/tooltip.html,3714,9,5,10,12,215,0,1408,0.00%,6.2,6.5
http://192.168.8.17/eayun-ecsc/#/app,3714,31,5,14,51,840,1,2054,0.00%,6.2,43.5
http://192.168.8.17/eayun-ecsc/#/app/overview,3714,23,5,12,19,670,1,2192,0.00%,6.2,43.5
http://192.168.8.17/eayun-ecsc/views/cloudhost/main.html,3714,9,5,10,10,42,0,3087,0.00%,6.2,1.6
http://192.168.8.17/eayun-ecsc/#/app/cloud,3714,26,5,13,23,684,1,2007,0.00%,6.2,43.5
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost,3714,22,5,11,18,665,1,1929,0.00%,6.2,43.5
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/host,3714,20,5,11,18,493,1,2409,0.00%,6.2,43.5
http://192.168.8.17/eayun-ecsc/views/cloudhost/volume/main.html,3713,9,5,10,10,32,0,1520,0.00%,6.2,3.6
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/volume,3713,22,5,11,18,659,1,1712,0.00%,6.2,43.5
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/volume/volumeList,3713,16,5,11,17,438,1,1554,0.00%,6.2,43.5
http://192.168.8.17/eayun-ecsc/views/cloudhost/image/imagemng.html,3713,11,5,10,11,226,0,1560,0.00%,6.2,19.3
http://192.168.8.17/eayun-ecsc/views/directives/tablepage.html,29523,17,5,10,12,446,0,1896,0.00%,49.6,143.3
http://192.168.8.17/eayun-ecsc/#/app/cloud/cloudhost/imageList,3713,18,5,11,17,459,1,1118,0.00%,6.2,43.5
http://192.168.8.17/eayun-ecsc/cloud/vm/getDatacenterProjectList.do,7401,453,237,1125,1715,3421,5,6700,0.00%,12.4,27.7
http://192.168.8.17/eayun-ecsc/views/net/main.html,3707,15,5,10,12,448,0,1397,0.00%,6.2,10.2
http://192.168.8.17/eayun-ecsc/views/directives/select.html,14759,7,4,10,10,24,0,1584,0.00%,24.8,26.8
http://192.168.8.17/eayun-ecsc/#/app/net,3707,28,6,14,48,845,1,1694,0.00%,6.2,43.5
http://192.168.8.17/eayun-ecsc/#/app/net/netbar,3707,24,6,13,19,673,1,1718,0.00%,6.2,43.5
http://192.168.8.17/eayun-ecsc/#/app/net/netbar/net,3707,24,6,12,19,677,1,2022,0.00%,6.2,43.5
http://192.168.8.17/eayun-ecsc/cloud/image/getImageList.do,3707,502,240,1303,1889,4127,8,6754,0.00%,6.2,3.6
http://192.168.8.17/eayun-ecsc/views/net/route/routemain.html,3700,9,5,10,11,215,0,1429,0.00%,6.2,1.9
