Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
http://192.168.8.17/eayun-ecsc,1778,40,6,24,214,862,2,10304,0.00%,9.6,67.9
http://192.168.8.17/eayun-ecsc/#/sys/login,1777,125,4,224,839,1606,1,4610,0.00%,9.9,69.2
http://192.168.8.17/eayun-ecsc/sys/login/login.do,1777,1605,1294,3751,4553,5678,57,6152,0.00%,9.9,4.6
http://192.168.8.17/eayun-ecsc/views/main.html,1775,38,3,15,225,1063,1,2460,0.00%,9.9,68.0
http://192.168.8.17/eayun-ecsc/sys/power/getRoutesByRole.do,1772,1150,852,2618,3622,4736,8,5574,0.00%,9.8,13.4
http://192.168.8.17/eayun-ecsc/monitor/alarm/getUnhandledAlarmMsgNumberByCusId.do,1771,854,563,2022,3025,4250,6,7476,0.00%,9.9,1.6
http://192.168.8.17/eayun-ecsc/sys/news/unreadCount.do,1771,724,448,1749,2261,4105,6,6987,0.00%,10.1,1.7
http://192.168.8.17/eayun-ecsc/sys/news/getUnreadList.do,3353,804,569,1800,2334,4048,7,7252,0.00%,19.3,247.5
http://192.168.8.17/eayun-ecsc/sys/work/unHandleWorkCount.do,1767,511,249,1482,1797,3330,5,5257,0.00%,10.2,1.6
http://192.168.8.17/eayun-ecsc/sys/work/unHandleWorkNum.do,1767,470,189,1350,1907,3322,9,6019,0.00%,10.3,4.9
http://192.168.8.17/eayun-ecsc/sys/notice/getNowTime.do,1767,34,9,18,28,1100,2,4561,0.00%,10.2,1.8
http://192.168.8.17/eayun-ecsc/views/work/tooltip.html,1766,37,7,14,24,236,1,10259,0.00%,10.3,10.7
http://192.168.8.17/eayun-ecsc/#/app,1766,88,8,231,654,1219,2,3813,0.00%,10.2,71.6
http://192.168.8.17/eayun-ecsc/#/app/overview,1766,66,8,220,429,1060,1,4454,0.00%,10.2,71.6
http://192.168.8.17/eayun-ecsc/views/cloudhost/main.html,1766,20,7,13,17,230,0,4205,0.00%,10.2,2.8
